,Steinichnus,Isopodichnus,Siphonichnus,Gyrochorte,Mammillichnis,Rhizocorallium,Camborygma,Phycodes,Archaeonassa,Katbergia,Catenichnus,Rosselia,Pramollichnus,Laevicyclus,Lophoctenium,Spongeliomorpha,Cosmorhaphe,Rusophycus,Spirorhaphe,Scolicia,Megagrapton,Trichichnus,Protopaleodictyon,Arenicolites,Helminthopsis,Skolithos,Augerinoichnus,Spirophycus,Treptichnus,Macanopsis,Bifungites,Naktodemasis,Vagorichnus,Diplocraterion,Dictyodora,Balanoglossites,Parataenidium,Cylindrichnus,Climactichnites,Phycosiphon,Sagittichnus,Planolites,Curvolithus,Halopoa,Zoophycos,Neonereites,Chondrites,Trichophycus,Pholeus,Psammichnites,Ophiomorpha,Taenidium,Monocraterion,Gyrolithes,Scalarituba,Protovirgularia,Alcyonidiopsis,Nereites,Beaconites,Palaeophycus,Paleodictyon,Bergaueria,Hormosiroidea,Asterosoma,Fucusopsis,Mixoteichichnus,Macaronichnus,Entradichnus,Thalassinoides,Psilonichnus,Phymatoderma,Diplichnites,Fuersichnus,Arachnostega,Virgaichnus,Hydrancylus,Spirodesmos,Didymaulichnus,Lockeia,Scoyenia,Cruziana,Circulichnis,Walpia,Teichichnus,Ancorichnus,Compaginatichnus,Margaritichnus,Lingulichnus,Cochlichnus,Conichnus,Oldhamia
Planolites,0.0,0.0,0.0,0.06837606837606838,0.018018018018018018,0.1503267973856209,0.0,0.07627118644067797,0.05405405405405406,0.0,0.0,0.008264462809917356,0.05405405405405406,0.008695652173913044,0.008928571428571428,0.024,0.026785714285714284,0.06896551724137931,0.008264462809917356,0.05405405405405406,0.018018018018018018,0.0,0.009009009009009009,0.096,0.024390243902439025,0.09239130434782608,0.0,0.0,0.04838709677419355,0.04504504504504504,0.0,0.0,0.0,0.07377049180327869,0.0,0.0,0.0,0.06896551724137931,0.0,0.03508771929824561,0.018018018018018018,1.0,0.042735042735042736,0.04504504504504504,0.11180124223602485,0.0,0.14049586776859505,0.0,0.0,0.04132231404958678,0.0,0.14035087719298245,0.026785714285714284,0.0,0.0,0.008333333333333333,0.008928571428571428,0.07017543859649122,0.008849557522123894,0.3233082706766917,0.0,0.03571428571428571,0.0,0.008695652173913044,0.009009009009009009,0.0,0.0,0.0,0.1317365269461078,0.0,0.044642857142857144,0.07801418439716312,0.07079646017699115,0.0,0.0,0.0,0.0,0.008771929824561403,0.03759398496240601,0.006711409395973154,0.06091370558375635,0.009009009009009009,0.0,0.10434782608695652,0.008771929824561403,0.009009009009009009,0.009009009009009009,0.008333333333333333,0.14393939393939395,0.04424778761061947,0.0
Curvolithus,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.038461538461538464,0.4166666666666667,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.09090909090909091,0.3333333333333333,0.0,0.0,0.0,0.042735042735042736,1.0,0.0,0.09722222222222222,0.0,0.0,0.0,0.08333333333333333,0.3684210526315789,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.29411764705882354,0.07692307692307693,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.4166666666666667,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.02,0.058823529411764705,0.0
Halopoa,0.0,0.0,0.0,0.05555555555555555,0.0,0.014492753623188406,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.04504504504504504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.022727272727272728,0.09090909090909091,0.0
Zoophycos,0.0,0.0,0.0,0.0,0.0,0.0390625,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.08823529411764706,0.0,0.029411764705882353,0.0,0.0,0.0,0.01282051282051282,0.0136986301369863,0.0,0.0,0.014705882352941176,0.0,0.012195121951219513,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0945945945945946,0.0,0.0273972602739726,0.0,0.11180124223602485,0.09722222222222222,0.0,1.0,0.0,0.04395604395604396,0.0,0.0,0.07792207792207792,0.0,0.11538461538461539,0.0,0.0,0.029411764705882353,0.0,0.014492753623188406,0.12857142857142856,0.028985507246376812,0.007575757575757576,0.0,0.0,0.0,0.04285714285714286,0.0,0.0,0.027777777777777776,0.0,0.04285714285714286,0.0,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018404907975460124,0.0,0.0,0.024390243902439025,0.02857142857142857,0.014705882352941176,0.0,0.0,0.0,0.0,0.0
Neonereites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.16666666666666666
Chondrites,0.0,0.0,0.0,0.025,0.0,0.22666666666666666,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.03571428571428571,0.0,0.0,0.02564102564102564,0.02702702702702703,0.03125,0.0,0.037037037037037035,0.0,0.0392156862745098,0.024390243902439025,0.125,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.09302325581395349,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.14049586776859505,0.0,0.0,0.04395604395604396,0.03333333333333333,1.0,0.0,0.0,0.0,0.0,0.12195121951219512,0.03333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.12195121951219512,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.02459016393442623,0.0,0.0,0.13157894736842105,0.0,0.0,0.0,0.0,0.015151515151515152,0.030303030303030304,0.034482758620689655
Trichophycus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pholeus,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.125,0.0
Psammichnites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.3,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.06666666666666667,0.2727272727272727,0.0,0.0,0.0,0.04132231404958678,0.3684210526315789,0.0,0.07792207792207792,0.0,0.0,0.0,0.0,1.0,0.0,0.1724137931034483,0.0,0.0,0.0,0.08695652173913043,0.0,0.23809523809523808,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
Ophiomorpha,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taenidium,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.12903225806451613,0.25,0.0,0.10526315789473684,0.0,0.25,0.0,0.0,0.058823529411764705,0.0,0.23076923076923078,0.0,0.19047619047619047,0.0,0.0,0.0,0.0975609756097561,0.0967741935483871,0.02830188679245283,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.14035087719298245,0.2,0.0,0.11538461538461539,0.0,0.12195121951219512,0.0,0.0,0.1724137931034483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.0,0.06329113924050633,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,0.25,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.017543859649122806,0.044642857142857144,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05357142857142857,0.18181818181818182,0.0
Monocraterion,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.034482758620689655,0.0,0.03296703296703297,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026785714285714284,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gyrolithes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scalarituba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Protovirgularia,0.0,0.0,0.0,0.09090909090909091,0.0,0.0273972602739726,0.0,0.04,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.05,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.023255813953488372,0.0,0.0,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.08823529411764706,0.020833333333333332,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.02040816326530612,0.0625,0.0
Alcyonidiopsis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Nereites,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.07017543859649122,0.29411764705882354,0.0,0.12857142857142856,0.0,0.05555555555555555,0.0,0.0,0.23809523809523808,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
Beaconites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.008849557522123894,0.07692307692307693,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Palaeophycus,0.0,0.015151515151515152,0.03076923076923077,0.06756756756756757,0.03076923076923077,0.0743801652892562,0.0,0.17391304347826086,0.0,0.0,0.0,0.07042253521126761,0.0,0.029411764705882353,0.0,0.025,0.045454545454545456,0.0684931506849315,0.0,0.07575757575757576,0.03076923076923077,0.015384615384615385,0.0,0.16666666666666666,0.0,0.17424242424242425,0.0,0.0,0.037037037037037035,0.07692307692307693,0.0,0.0,0.0,0.04938271604938271,0.0,0.0,0.0,0.08333333333333333,0.0,0.043478260869565216,0.03076923076923077,0.3233082706766917,0.0,0.06060606060606061,0.007575757575757576,0.0,0.12195121951219512,0.0,0.0,0.02564102564102564,0.014492753623188406,0.06329113924050633,0.045454545454545456,0.0,0.0,0.056338028169014086,0.015151515151515152,0.0,0.0,1.0,0.0,0.06060606060606061,0.0,0.029411764705882353,0.015384615384615385,0.0,0.028985507246376812,0.0,0.144,0.0,0.0,0.09278350515463918,0.07142857142857142,0.0,0.0,0.0,0.0,0.029850746268656716,0.12195121951219512,0.0196078431372549,0.13194444444444445,0.015384615384615385,0.0,0.15714285714285714,0.0,0.015384615384615385,0.015384615384615385,0.041666666666666664,0.16666666666666666,0.07462686567164178,0.0
Paleodictyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bergaueria,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.375,0.0,0.0,0.0,0.14814814814814814,0.0,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.06666666666666667,0.0,0.0,0.0,0.03225806451612903,0.0,0.16666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.06060606060606061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.09523809523809523,0.0,0.2,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.04040404040404041,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0975609756097561,0.7142857142857143,0.0
Hormosiroidea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0
Asterosoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.14285714285714285,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.008695652173913044,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.06666666666666667,0.14285714285714285,0.029411764705882353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.125,0.0,0.0,0.0,0.0,0.0,0.0
Fucusopsis,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.16666666666666666,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.009009009009009009,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.025,0.14285714285714285,0.0
Mixoteichichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macaronichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entradichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thalassinoides,0.0,0.012658227848101266,0.02564102564102564,0.05747126436781609,0.0,0.3619047619047619,0.0,0.03296703296703297,0.0,0.0,0.0,0.03488372093023256,0.0,0.0641025641025641,0.0,0.10465116279069768,0.012345679012345678,0.011111111111111112,0.0,0.0,0.0,0.01282051282051282,0.0,0.061224489795918366,0.0,0.12,0.0,0.0,0.043010752688172046,0.0,0.0,0.0,0.0,0.10112359550561797,0.0,0.0,0.0,0.07058823529411765,0.0,0.036585365853658534,0.0,0.1317365269461078,0.011363636363636364,0.012195121951219513,0.04285714285714286,0.0,0.25,0.0,0.012658227848101266,0.0,0.012195121951219513,0.031914893617021274,0.012345679012345678,0.0,0.02564102564102564,0.023255813953488372,0.0,0.022988505747126436,0.0,0.144,0.0,0.012195121951219513,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00847457627118644,0.0,0.01282051282051282,0.0,0.0,0.0,0.025,0.05,0.0,0.04142011834319527,0.01282051282051282,0.0,0.08045977011494253,0.0,0.0,0.0,0.0,0.017241379310344827,0.024096385542168676,0.0
Psilonichnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phymatoderma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.044642857142857144,0.4166666666666667,0.0,0.07246376811594203,0.0,0.0,0.0,0.0,0.3125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
